Participant Number,Swing Number,Swing Start Time (s),Swing End Time (s),FPV Impact Frame,FPV Impact Timestamp (s),Front-View Impact Frame,Front-View Impact Timestamp (s),Timestamp Offset (s),Total Distance (m),Carry Distance (m),Ball Speed (m/s),Club Speed (m/s),Launch Angle (deg),Horizontal Launch Angle (deg),Clubface Angle (deg),Backspin (rpm),Sidespin (rpm),Lateral Distance (m)
4,4,1758868598.617122,1758868601.952701,26,1758868598.688245,40,1758868599.951305,1.26,91.96,75.44,25.4,29.7,12.7,L 0.5,-0.7,4325,-15,L 1.7
4,5,1758868620.736033,1758868624.638035,29,1758868620.944893,44,1758868622.203446,1.26,106.33,91.1,37.53,27.43,18.9,L 2.5,-2.7,4622,-192,L 7.8
4,6,1758868644.156166,1758868647.724713,27,1758868644.251856,41,1758868645.523564,1.27,101.93,83.76,26.33,26.63,19.3,R 1.4,-0.9,4625,-7,R 2.9
4,7,1758868667.975802,1758868671.644888,30,1758868668.209013,44,1758868669.476782,1.27,105.64,92.46,37.2,27.2,18.9,L 0.9,-1,4602,67,R 0.1
4,8,1758868691.629411,1758868695.198614,36,1758868692.166169,53,1758868693.430717,1.26,82.19,67.5,22.4,27.8,16.2,L 1.3,-1.5,4183,-6,L 2.0
4,9,1758868712.580779,1758868716.116624,37,1758868713.172444,56,1758868714.448812,1.28,92.56,86.83,35.63,31.4,19.7,R 0.3,-0.3,4664,124,R 2.4
4,10,1758868735.066423,1758868738.635367,28,1758868735.229033,43,1758868736.500664,1.27,111.33,99.86,32.63,28.73,21.2,R 0.1,-0.5,5242,-156,L 2.9
4,11,1758868762.054551,1758868766.427534,45,1758868763.03734,68,1758868764.324307,1.29,97.6,84.49,23.43,25.9,19,R 1.7,-1.6,4526,154,R 6.3
4,12,1758868801.889391,1758868806.593759,54,1758868803.349382,82,1758868804.62504,1.28,102.09,83.65,36,22.5,23.2,R 0.2,0,4353,12,R 1.7
4,13,1758868830.447001,1758868834.583817,40,1758868831.207704,61,1758868832.482049,1.27,63.89,45.03,36.2,24.4,6.2,R 9.9,9.3,2557,725,R 15.4
4,14,1758868854.167088,1758868858.236626,36,1758868854.714727,54,1758868855.968333,1.25,89.69,75.03,22.8,24.5,17.7,L 0.7,-0.7,4286,116,R 1.1
4,15,1758868879.621377,1758868883.024752,34,1758868880.022287,51,1758868881.322491,1.3,111.62,92.25,22.6,23.2,19.1,L 0.3,0,4712,-143,L 2.5
4,16,1758868903.742387,1758868908.412953,36,1758868904.279533,55,1758868905.57724,1.3,93.52,83.85,34,25.3,21.1,R 1.6,1.4,4381,118,R 5.2
4,17,1758868928.997173,1758868933.133962,52,1758868930.287302,78,1758868931.599325,1.31,93.18,82.41,36.3,25.5,21.1,R 3.6,-2.4,4319,260,R 17.6
4,18,1758868956.620611,1758868961.724878,52,1758868957.945565,79,1758868959.256166,1.31,87.6,73.78,33.33,24.1,17.8,L 0.8,-0.9,4282,79,R 0.5
4,19,1758868983.343223,1758868987.346594,38,1758868983.953334,58,1758868985.278209,1.32,93.93,81.32,34.6,25.4,19.4,R 2.0,-1.6,4552,100,R 5.5
4,20,1758869005.762336,1758869009.064404,35,1758869006.209982,53,1758869007.530119,1.32,110.02,96.61,33.2,27.9,18.9,R 0.5,0,4665,-26,L 0.5
4,21,1758869030.649632,1758869034.418492,34,1758869031.067408,52,1758869032.383956,1.32,96.73,83.92,24.8,25.8,20.7,R 1.0,1,4320,169,R 5.5
4,22,1758869087.03105,1758869091.368959,44,1758869087.934396,66,1758869089.232929,1.3,106.57,94.23,37.7,27.7,19.7,L 2.3,-2.5,4789,-243,L 10.1
4,23,1758869107.881705,1758869111.418378,36,1758869108.390507,55,1758869109.716971,1.33,94.69,82.2,24.2,25.5,21.5,R 2.4,2.2,4363,148,R 7.3
4,24,1758869128.699846,1758869133.470488,46,1758869129.696872,69,1758869131.001737,1.3,103.44,89.79,26.5,26.7,18.3,L 2.3,-2.3,4674,-125,L 0.3
4,25,1758869151.685592,1758869155.42096,50,1758869152.903804,76,1758869154.220304,1.32,-,-,-,-,-,-,-,-,-,-
4,26,1758869175.338905,1758869179.542259,45,1758869176.310796,68,1758869177.607387,1.3,50.33,28.67,33.9,21,5.3,R 15.3,14.9,2270,682,R 14.5
4,27,1758869202.126964,1758869206.330668,42,1758869202.96876,63,1758869204.261713,1.29,102.03,83.04,26,26.4,17,L 8.4,-8,4296,-443,L 20.3
4,28,1758869227.34708,1758869231.651375,53,1758869228.726454,80,1758869230.015986,1.29,95.76,82.4,35,32.7,19.2,L 4.9,-4.8,4534,-199,L11.0
4,29,1758869251.033699,1758869256.17093,36,1758869251.483252,54,1758869252.835082,1.35,93.56,78.23,34.8,25,16.7,L 4.5,-5,4213,-290,L 10.6
4,30,1758869280.823932,1758869285.561653,44,1758869281.642262,66,1758869283.026309,1.38,107.4,95.4,37.6,27.8,23.5,R 0.1,0.2,4755,161,R 4.5
4,31,1758869313.217362,1758869317.954497,58,1758869314.802167,88,1758869316.153064,1.35,103.54,83.03,35.6,26.5,21.2,R 0.7,0.4,4455,59,R 3.2
4,32,1758869448.66057,1758869452.830616,36,1758869449.142298,55,1758869450.495393,1.35,70.52,64.83,31.9,22,15.9,L 0.1,-0.1,4079,120,R 1.6
4,33,1758869469.411247,1758869474.114012,55,1758869470.848782,83,1758869472.179575,1.33,109.16,98.59,23,23.6,22,R 0.6,0.3,5621,51,R 3.5
4,34,1758869492.396272,1758869496.432129,44,1758869493.255476,65,1758869494.597586,1.34,92.67,79.2,34.6,33.1,17.9,L 2.7,-2.7,4226,-165,L 0.2
4,35,1758869515.915609,1758869520.3842,47,1758869516.962558,71,1758869518.283284,1.32,107.32,96.45,27.6,28.2,22.5,R 0.0,0.5,5413,-125,L 2.7
4,36,1758869535.931364,1758869540.2682,38,1758869536.5184,58,1758869537.866266,1.35,84.63,70.23,32.5,23.6,16.5,L 2.6,-2.4,4148,100,L 2.0
4,37,1758869558.182854,1758869562.351591,42,1758869558.925093,62,1758869560.283941,1.36,89.26,75.53,23.6,24.6,18.4,L 2.6,-2.7,4340,-70,L 5.8
4,38,1758869586.003925,1758869590.775875,53,1758869587.33358,80,1758869588.674018,1.34,109.17,96.01,28,27.9,19.4,L 1.8,-2,4747,-114,L 6.0
4,39,1758869613.860979,1758869617.997838,39,1758869614.491692,59,1758869615.828984,1.34,104.32,91.73,36.7,27.1,20.2,L 0.5,-0.5,4399,97,R 1.9
4,40,1758869641.716197,1758869647.290689,62,1758869643.450343,93,1758869644.819613,1.37,102.02,87.53,35.8,26.4,23,R 1.1,1,4327,112,R 4.9
4,41,1758869668.805423,1758869673.108652,40,1758869669.408098,60,1758869670.806559,1.4,104.44,91.84,34.9,27.13,19.7,L 0.5,-0.3,4742,166,R 3.3
4,42,1758869723.983869,1758869729.321551,53,1758869725.274786,80,1758869726.652698,1.38,107.12,92.63,37.9,27.2,16.9,L 2.5,-2.7,4317,-245,L 0.2
4,43,1758869748.937546,1758869753.741376,44,1758869749.732093,66,1758869751.139278,1.41,102.42,96.51,37.9,28.1,23.8,R 0.6,0.2,4911,-44,L 0.5
4,44,1758869768.419876,1758869772.990258,54,1758869769.738069,82,1758869771.155438,1.42,95.09,82.06,34.9,25.5,19,L 0.6,-0.9,4453,-16,L 2.3
4,45,1758869792.706244,1758869797.109793,47,1758869793.695226,71,1758869795.074821,1.38,103.13,89.69,26.8,32.1,18.3,R 0.0,-0.4,4474,-92,L 2.0
4,46,1758869818.393796,1758869823.600576,44,1758869819.25286,67,1758869820.628958,1.38,92.36,79.15,34.5,25,17.8,L 0.9,1.1,4311,24,L 0.5
4,47,1758869846.449426,1758869852.221167,49,1758869847.511302,74,1758869848.918327,1.41,94.42,84.03,34.3,26,23.9,R 2.1,2.7,4917,123,R 0.3
4,48,1758869871.069674,1758869876.140396,52,1758869872.268698,78,1758869873.671335,1.4,102.82,92.13,36.8,27.5,21,L 2.4,2,4957,-255,L 8.6
4,49,1758869895.222963,1758869900.026052,43,1758869895.97578,65,1758869897.391043,1.42,93.03,85.19,23.9,26,18.1,L 2.4,-2.7,4391,-178,L 6.7
4,50,1758869920.109593,1758869925.484263,40,1758869920.68316,61,1758869922.144544,1.46,99.97,82.41,35.7,26.6,21.5,R 1.7,1.5,4574,115,R 6.0
4,51,1758869942.428226,1758869946.564959,46,1758869943.339929,70,1758869944.762938,1.42,94.03,81.51,34.4,25.3,23.2,R 1.0,0.8,4252,126,R 4.1
4,52,1758869965.079448,1758869969.516376,46,1758869965.946681,69,1758869967.381279,1.43,100.22,87.49,35.5,26.3,20,R 4.3,3.9,4370,251,R 13.3
4,53,1758869987.864558,1758869993.002039,51,1758869989.003569,77,1758869990.433317,1.43,99.28,84.24,36,31.1,17.1,L 2.2,-2.5,4283,-233,L 0.7
4,54,1758870010.783077,1758870015.318826,62,1758870012.460577,94,1758870013.918056,1.46,73.58,53.6,23.6,26.1,15.6,L 7.5,-7.5,4021,-217,L 11.1
5,1,1758262057.657,1758262061.757,-,-,72,1758262060.057,-,56.18,45.33,23.2,18.7,21.3,L 0.6,-0.6,3865,112,R 0.5
5,2,1758262076.157,1758262080.923667,-,-,72,1758262078.557,-,55.16,44.61,24.9,18.1,21.8,L 1.3,-1.8,2372,-41,L 1.9
5,3,1758262126.457,1758262130.590333,-,-,80,1758262129.123667,-,49.31,39.53,21.9,16.8,25.3,R 17.6,17,2360,44.9,R 19.9
5,4,1758262140.757,1758262144.923667,-,-,68,1758262143.023667,-,66.93,55.95,27.6,22.4,23.1,R 0.3,-0.2,4023,-44,L 0.3
5,5,1758262157.357,1758262161.090333,-,-,70,1758262159.690333,-,65.47,55.16,27.1,20.7,23.4,R 1.3,-0.7,4024,9,R 1.7
5,6,1758262172.257,1758262176.423667,-,-,72,1758262174.657,-,43.96,51,27.1,20.3,21.9,L 1.4,-1.8,3954,-12,L 2.3
5,7,1758262188.157,1758262191.957,-,-,72,1758262190.557,-,59.45,49.49,25,19.5,23.6,R 3.2,-2.3,3959,-4.5,R 3.1
5,8,1758262202.457,1758262205.990333,-,-,69,1758262204.757,-,46.06,54.9,27.7,20.4,21.5,R 3.0,2.1,3957,-56,R 3.0
5,9,1758262217.157,1758262221.557,-,-,71,1758262219.523667,-,64.61,53.26,27.3,22.4,21.5,L 0.2,-1.6,3944,-50,L 1.0
5,10,1758262247.390333,1758262251.323667,45,1758262248.634537,69,1758262249.690333,1.06,45.7,56.09,27,20,25,R 1.5,0.9,4158,-9,R 1.9
5,11,1758262262.357,1758262266.390333,48,1758262263.702279,73,1758262264.790333,1.09,45.49,54.03,27.4,24.5,21.5,R 2.6,1.9,3949,1,R 1.6
5,12,1758262278.457,1758262282.557,47,1758262279.771201,72,1758262280.857,1.09,53.93,43.83,24.7,18.3,21,L 2.1,-1.2,1040,-43,L 2.7
5,13,1758262292.557,1758262296.323667,46,1758262293.887824,70,1758262294.890333,1,49.59,23.56,23.4,16.9,20.4,R 1.7,0.5,3383,-43,R 1.1
5,14,1758262306.857,1758262310.557,47,1758262308.204683,71,1758262309.223667,1.02,50.11,44.12,26.4,19.2,18.1,L 1.2,-1,4184,163,R 0.2
5,15,1758262320.857,1758262324.490333,48,1758262322.271247,73,1758262323.290333,1.02,49.23,23.77,24.1,17.4,19,L 2.9,-1.9,4113,-43,L 1.2
5,16,1758262334.857,1758262339.157,47,1758262336.187634,71,1758262337.223667,1.04,40.76,50.14,26.3,19.7,22.2,R 1.6,0.7,3737,-44,R 1.2
5,17,1758262381.157,1758262383.857,22,1758262381.240686,34,1758262382.290333,1.05,59.54,47.44,25.7,19.7,21.9,L 0.7,-1.8,2903,-41,L 1.4
5,18,1758262427.857,1758262431.957,47,1758262429.197156,71,1758262430.223667,1.03,41.93,50.43,26.7,18.5,21.2,L 2.8,-1,3911,-97,L 4.1
5,19,1758262442.390333,1758262447.323667,51,1758262443.964545,77,1758262444.957,0.99,66.43,54.49,27.3,25.1,23.1,L 0.6,-1.4,4117,-40,L 1.6
5,20,1758262458.057,1758262462.890333,47,1758262459.182465,72,1758262460.457,1.27,51.87,41.2,23,17.4,23.4,R 14.8,13.5,2857,425,R 17.2
5,21,1758262560.657,1758262564.423667,51,1758262562.303895,78,1758262563.257,0.95,54.74,46.94,24.9,19.5,24.1,L 0.9,-0.9,3940,103,R 0.1
5,22,1758262575.357,1758262579.157,47,1758262576.570695,72,1758262577.757,1.19,55.26,44.96,25.2,18.5,21.1,L 1.3,-1.9,2362,-44,L 1.9
5,23,1758262589.257,1758262593.123667,47,1758262590.5872,72,1758262591.657,1.07,66.32,54.93,27.5,20.6,22,R 0.0,-0.2,3973,43,R 0.9
5,24,1758262604.057,1758262607.223667,45,1758262604.703823,69,1758262606.357,1.65,49.76,54.44,27,25.4,25.1,L 1.8,-2.4,4152,-77,L 1.6
5,25,1758262950.288,1758262953.621333,47,1758262951.662382,72,1758262952.688,1.03,53.07,44.56,24.1,22,19.7,L 4.0,-4.5,4227,-133,L 5.2
5,26,1758262964.388,1758262968.388,49,1758262965.829063,74,1758262966.854667,1.03,44.33,52.87,27.2,20.2,21.5,L 1.1,-1.7,3941,-100,L 4.0
5,27,1758262978.688,1758262982.754667,46,1758262979.995745,70,1758262981.021333,1.03,59.53,44.59,24.5,19.4,19.5,L 0.8,-1,4224,13,L 0.2
5,28,1758262992.788,1758262996.788,47,1758262994.112368,72,1758262995.188,1.08,42.32,50.92,26.7,19.5,21.2,L 1.7,-1.9,3915,-4,L 2.1
5,29,1758263007.188,1758263011.188,47,1758263008.579404,72,1758263009.588,1.01,64.59,53,27.5,24.33,22.6,L 1.2,-4,3922,-114,L 4.9
5,30,1758263021.888,1758263026.288,48,1758263023.296734,73,1758263024.321333,1.02,64.53,57.21,28.1,29.3,22.4,R 0.6,-0.2,4006,-47,L 0.1
5,31,1758263036.288,1758263040.088,47,1758263037.613593,72,1758263038.688,1.07,62.24,51.43,26.4,19.5,23.2,L 1.7,-1.6,3975,-43,L 5.2
5,32,1758263051.188,1758263054.921333,47,1758263052.581218,72,1758263053.588,1.01,50.54,47.54,25.8,23.1,21.3,L 2.2,-3.9,2395,-106,L 4.5
5,33,1758263065.188,1758263068.621333,47,1758263066.597723,72,1758263067.588,0.99,55.23,45.27,22.5,17.8,23.1,R 26.6,23.2,3960,137,R 26.5
5,34,1758263079.688,1758263083.321333,47,1758263081.0147,71,1758263082.054667,1.04,59.15,47.43,25.2,22.7,22.4,R 12.2,11.5,2701,270,R 15.6
5,35,1758263094.088,1758263097.588,46,1758263095.381617,70,1758263096.421333,1.04,46.64,26.07,22.2,19.6,19.7,R 22.7,23.6,4152,461,R 22.0
5,36,1758263107.988,1758263111.721333,47,1758263109.348063,72,1758263110.388,1.04,64.12,53.73,23.1,20.6,19.4,L 2.9,-3.2,4260,-90,L 4.4
5,37,1758263122.288,1758263126.254667,47,1758263123.614863,72,1758263124.688,1.07,64.81,52.99,27.4,20.4,20.3,L 1.9,-4.1,3910,-143,L 5.7
5,38,1758263136.788,1758263140.554667,48,1758263138.131958,73,1758263139.221333,1.09,58.53,47.92,25.9,22,21.5,L 3.1,-1.6,3090,-116,L 4.4
5,39,1758263150.888,1758263154.388,47,1758263152.24858,72,1758263153.288,1.04,42.43,25.56,26.9,18.1,7.4,R 15.9,14.9,2605,532,R 12.6
6,1,1758520930.126,1758520933.326,43,1758520931.228125,65,1758520932.292667,1.06,83.04,74.48,31.4,24.9,29.8,R 1.1,0.9,5493,116,R 4.5
6,2,1758520943.459333,1758520946.659333,42,1758520944.544588,64,1758520945.592667,1.05,84.91,75.84,31.9,24,28.3,L 3.2,-3.4,5320,-101,L 7.4
6,3,1758520958.426,1758520961.759333,43,1758520959.613215,66,1758520960.626,1.01,77.3,65.53,33.3,27.2,21.6,L 6.3,-6.3,4096,-201,L 10.7
6,4,1758520973.859333,1758520977.092667,43,1758520974.982215,65,1758520976.026,1.04,70.83,60.31,28.4,21.5,23.8,R 4.4,3.7,4112,103,R 7.4
6,5,1758520988.026,1758520991.226,42,1758520989.149729,64,1758520990.159333,1.01,76.49,66.56,29.3,22,26.2,L 2.4,-2.4,6324,21,L 2.8
6,6,1758521003.326,1758521006.526,43,1758521004.468667,65,1758521005.492667,1.02,85.32,76.2,31.9,25.2,29.2,R 1.8,1.7,5326,104,R 7.1
6,7,1758521018.726,1758521021.892667,42,1758521019.837667,64,1758521020.859333,1.02,83.73,73.91,31.5,24.3,26.1,L 0.7,-0.9,4659,46,R 0.3
6,8,1758521033.726,1758521036.892667,42,1758521034.806171,64,1758521035.859333,1.05,75.6,63.95,29.5,26.7,23.1,L 1.7,-1.9,4120,-7,L 2.6
6,9,1758521048.226,1758521051.459333,43,1758521049.37418,65,1758521050.392667,1.02,73.02,70.02,30.2,23.9,29.7,R 3.2,3,5077,173,R 8.4
6,10,1758521063.926,1758521067.026,43,1758521065.093613,66,1758521066.126,1.03,57.47,44.61,26.5,19.3,16.5,L 9.5,-9.9,3989,-152,L 10.4
6,11,1758521079.526,1758521082.759333,43,1758521080.712922,66,1758521081.726,1.01,84.77,73.92,31.7,29,24.2,L 3.0,-2.9,4350,-1,L 5.1
6,12,1758521094.592667,1758521097.792667,43,1758521095.78155,66,1758521096.792667,1.01,80.22,70.5,33.6,23,26.7,R 0.6,0.4,6524,110,R 3.1
6,13,1758521110.526,1758521113.692667,45,1758521111.751292,68,1758521112.792667,1.04,54.94,40.01,28.7,19.6,10.6,R 1.5,1.5,3292,177,R 2.5
6,14,1758521140.926,1758521144.026,42,1758521141.988672,64,1758521143.059333,1.07,85.18,75.83,31,25,23.6,R 1.1,0.8,5373,105,R 4.4
6,15,1758521157.026,1758521160.159333,43,1758521158.158662,65,1758521159.192667,1.03,80.34,69.21,30.8,23.2,23.7,L 2.0,-2.3,4259,-114,L 4.6
6,16,1758521194.026,1758521197.159333,43,1758521195.204458,65,1758521196.192667,0.99,74.82,64.87,29.1,21,26.5,R 3.6,3.2,4309,148,R 7.5
6,17,1758521221.126,1758521224.292667,43,1758521222.28794,65,1758521223.292667,1,71.59,61.93,23.4,22,26.2,L 0.5,-0.7,4247,53,R 0.5
6,18,1758521235.426,1758521238.592667,41,1758521236.505516,63,1758521237.526,1.02,73.12,69.55,33.1,28.8,33.3,R 0.6,0.5,5200,132,R 3.4
6,19,1758521250.626,1758521253.926,43,1758521251.774392,66,1758521252.826,1.05,73.53,63.09,28,26.6,25.7,L 5.4,-5.2,4240,-145,L 9.3
6,20,1758521264.726,1758521267.892667,43,1758521265.841782,66,1758521266.926,1.08,73.57,64.55,28,27.1,23.6,R 1.1,1.1,4419,125,R 3.8
6,21,1758521280.526,1758521283.759333,43,1758521281.661338,65,1758521282.692667,1.03,75.24,66.65,29.4,26.2,23.7,R 1.4,1.1,6609,118,R 4.2
6,22,1758521295.226,1758521298.426,43,1758521296.379533,66,1758521297.426,1.05,76.02,65.58,29.5,21.2,25,L 0.5,-0.6,4247,76,R 0.9
6,23,1758521309.826,1758521312.959333,43,1758521311.047666,66,1758521312.026,0.98,64.74,55.44,24.9,19.9,31.5,R 21.0,23.2,4207,458,R 33.7
6,24,1758521323.926,1758521327.126,42,1758521325.014933,64,1758521326.059333,1.04,70.41,62.67,28.2,22.1,32.3,R 2.3,2.2,5159,172,R 6.3
6,25,1758521338.826,1758521341.992667,43,1758521339.933376,66,1758521341.026,1.09,50.5,28.46,31,21.1,5.8,R 4.9,5.1,2427,521,R 6.5
6,26,1758521481.226,1758521484.526,44,1758521482.409508,67,1758521483.459333,1.05,74.01,65.92,29.2,23.2,29.8,R 2.2,2,4790,153,R 5.9
6,27,1758521496.026,1758521499.359333,43,1758521497.127703,65,1758521498.192667,1.06,85.01,76.24,31.9,25.1,23.8,L 2.5,-2.5,5439,50,L 2.9
6,28,1758521511.026,1758521514.326,42,1758521512.146269,64,1758521513.159333,1.01,72.65,62,28.6,21.9,25.1,L 0.1,-0.1,4197,127,R 1.9
6,29,1758521525.826,1758521529.059333,42,1758521526.964588,64,1758521527.959333,0.99,74.78,63.36,29.4,26.6,22.9,L 1.0,-1.9,4117,40,L 1.7
6,30,1758521540.159333,1758521543.426,42,1758521541.282288,64,1758521542.292667,1.01,70.65,62.64,27.5,23.1,33.9,R 11.0,10.9,5334,404,R 23.0
6,31,1758521554.092667,1758521557.226,42,1758521555.199492,64,1758521556.226,1.03,23.67,12.07,21.4,17.4,7,L 6.2,-6.8,2000,-134,L 2.8
6,32,1758521566.526,1758521569.859333,43,1758521567.664902,65,1758521568.692667,1.03,79.56,71.29,30.6,24.5,31,R 0.6,0.5,5573,125,R 3.5
6,33,1758521580.926,1758521584.059333,43,1758521582.082726,65,1758521583.092667,1.01,69.39,55.2,33.7,25,13.6,L 4.0,-3.5,3927,119,L 3.4
6,34,1758521594.726,1758521597.926,43,1758521595.849745,65,1758521596.892667,1.04,77.29,66.15,33.1,20.1,23.1,L 2.2,-2.4,4175,-58,L 4.4
6,35,1758521608.926,1758521612.126,43,1758521610.067321,65,1758521611.092667,1.03,77.49,65.68,23.3,25.4,21.6,L 5.6,-5.5,4092,-145,L 9.5
6,36,1758521622.992667,1758521626.192667,43,1758521624.184773,66,1758521625.192667,1.01,73.1,64.6,20.8,27.3,29.5,R 3.1,2.7,4605,132,R 6.9
6,37,1758521647.326,1758521650.559333,43,1758521648.464789,65,1758521649.492667,1.03,79.12,67.93,30.5,19.7,23.7,L 1.0,-2.1,4201,-42,L 3.9
6,38,1758521662.826,1758521666.026,42,1758521663.933912,64,1758521664.959333,1.03,75.6,66.12,29.5,22.7,26.2,R 0.0,0,4317,107,R 1.9
6,39,1758521696.459333,1758521699.626,41,1758521697.525439,62,1758521698.526,1,83.52,74.31,31.4,24.7,20.9,R 0.7,0.4,5304,109,R 3.6
6,40,1758521711.326,1758521714.626,43,1758521712.493943,66,1758521713.526,1.03,70.77,70.62,30.4,24.7,33,R 3.1,2.8,6039,176,R 8.9
6,41,1758521726.026,1758521729.259333,44,1758521727.2622,67,1758521728.259333,1,60.11,46.73,26.3,19.4,17.2,R 23.9,22,4020,457,R 26.2
6,42,1758521765.559333,1758521768.726,43,1758521766.761029,66,1758521767.759333,1,44.25,27.3,23.2,23,7.2,L 6.2,-5.6,2630,91,L 6.2
6,43,1758521779.659333,1758521783.626,55,1758521781.3791,83,1758521782.426,1.05,70.51,62.71,28.2,23.3,34.9,R 3.3,3,5893,183,R 8.4
6,44,1758521795.459333,1758521798.626,47,1758521796.397667,72,1758521797.859333,1.46,70.02,61.5,27.8,22.1,29.9,R 5.3,4.8,6406,175,R 10.2
6,45,1758521824.926,1758521827.892667,39,1758521825.884119,60,1758521826.926,1.04,65.92,52.71,26.8,19.9,23.2,R 19.2,18.5,3322,491,R 23.9
6,46,1758521838.826,1758521842.459333,30,1758521839.350766,46,1758521840.359333,1.01,80.12,71.8,23.7,29.3,29.9,L 4.6,-4.2,5239,99,L 5.4
6,47,1758521852.926,1758521854.859333,17,1758521852.767352,26,1758521853.792667,1.03,63.65,56.37,26.1,21.4,34.2,R 13.2,9.1,5006,186,R 16.4
6,48,1758521863.959333,1758521866.559333,31,1758521864.531896,48,1758521865.559333,1.03,76.18,67.6,29.6,23.7,23.7,R 0.2,0.3,5163,143,R 3.0
6,49,1758521878.226,1758521881.126,39,1758521879.149967,59,1758521880.192667,1.04,51.78,40.65,22.2,17.7,23.9,R 23.7,22.7,3041,452,R 23.9
6,50,1758521891.159333,1758521894.492667,45,1758521892.316243,68,1758521893.426,1.11,63.09,50.2,29.1,20.1,16.6,L 4.3,-3.8,4022,106,L 3.6
6,51,1758521904.759333,1758521907.992667,44,1758521905.933077,67,1758521906.992667,1.06,55.07,29.37,31.3,25.5,7,L 1.5,-2.9,2912,-115,L 2.0
6,52,1758521918.726,1758521921.859333,41,1758521919.80022,63,1758521920.826,1.03,75.56,65.94,29.5,19.4,25.6,R 0.0,0,4283,133,R 2.1
6,53,1758521933.926,1758521937.159333,43,1758521935.119157,66,1758521936.126,1.01,80.75,72.51,33.9,24.6,23.1,L 1.1,-1.1,5422,109,R 0.5
6,54,1758521949.359333,1758521952.359333,43,1758521950.488157,65,1758521951.526,1.04,43.57,23.69,23,23.5,5.8,R 9.3,9.2,2270,520,R 8.4
7,1,1758530456.378,1758530459.544667,50,1758530457.830869,76,1758530458.911333,1.08,45.43,33.27,22.9,19.4,15.6,R 21.2,20.5,3726,444,R 17.8
7,2,1758530885.847,1758530889.513667,60,1758530887.79703,91,1758530888.880333,1.08,-,-,-,-,-,-,-,-,-,-
7,3,1758530900.547,1758530904.013667,56,1758530902.299262,85,1758530903.380333,1.08,11.02,9.23,9.9,10.1,38.2,L 1.3,-1.4,3074,103,L 0.2
7,4,1758530961.447,1758530964.847,55,1758530963.158627,84,1758530964.247,1.09,51.22,34.49,27.1,22.1,9.8,R 23.9,23.2,3044,487,R 21.0
7,5,1758530985.447,1758530989.147,60,1758530987.362351,91,1758530988.480333,1.12,23.93,19.76,12,12.4,41.7,R 35.4,33.7,3316,297,R 15.5
7,6,1758531000.247,1758531004.013667,58,1758531002.114621,88,1758531003.180333,1.07,8.57,7.09,8.3,8.1,42.2,R 15.3,13.7,3537,203,R 2.1
7,7,1758531012.847,1758531017.480333,79,1758531015.766721,120,1758531016.847,1.08,28.61,21.84,15.3,14.3,27.5,R 20.6,29.2,3647,263,R 14.7
7,8,1758531044.947,1758531048.913667,60,1758531046.621469,91,1758531047.980333,1.36,44.8,20.65,25.2,17.1,10.5,R 21.2,20.2,3833,503,R 16.9
7,9,1758531100.047,1758531103.513667,55,1758531101.729949,83,1758531102.813667,1.08,77.29,61.03,29.4,21.2,17.6,R 27.1,25.8,4143,543,R 23.1
7,10,1758531287.447,1758531290.913667,55,1758531289.17796,84,1758531290.247,1.07,1.85,1.22,5.4,6.5,53.9,R 21.2,19.4,1644,183,R 2.1
7,11,1758531314.347,1758531317.513667,50,1758531315.827776,76,1758531316.880333,1.05,32.46,24.45,17.9,16.1,22.4,R 16.3,15,3662,392,R 10.9
7,12,1758531343.147,1758531346.480333,53,1758531344.731807,80,1758531345.813667,1.08,26.68,20.51,16.2,12.7,23.9,R 10.8,10.6,3610,377,R 6.4
7,13,1758531356.747,1758531360.513667,60,1758531358.758025,91,1758531359.780333,1.02,41.48,31,19.6,17.6,21.5,R 22.6,30.2,3681,427,R 21.7
7,14,1758531370.947,1758531374.447,57,1758531372.734151,86,1758531373.813667,1.08,-,-,-,-,-,-,-,-,-,-
7,15,1758531380.347,1758531383.913667,56,1758531382.151755,85,1758531383.180333,1.03,14.53,11.83,11.1,9.2,26.8,R 11.6,13.6,3619,245,R 4.0
7,16,1758531405.347,1758531408.680333,53,1758531406.9982,81,1758531408.047,1.05,14.37,10.39,12,10.7,22.8,R 19.9,19.1,3012,283,R 5.2
7,17,1758531418.147,1758531421.480333,53,1758531419.772078,80,1758531420.813667,1.04,10.29,8.07,8.9,8.8,34.9,R 22.3,19.7,3324,166,R 4.5
7,18,1758531431.547,1758531434.813667,52,1758531433.096986,79,1758531434.180333,1.08,56.99,34.16,31.8,25.9,6.6,R 10.2,13.9,2645,-253,R 15.4
7,19,1758531447.047,1758531450.513667,56,1758531448.826389,85,1758531449.880333,1.05,41.49,32.87,20.1,18.6,24.8,R 17.0,15.2,3783,376,R 14.9
7,20,1758531500.013667,1758531503.380333,53,1758531501.625084,80,1758531502.680333,1.06,63.05,34.8,32.5,26.5,5.9,R 25.9,24.8,2576,603,R 27.1
7,21,1758531532.947,1758531536.447,55,1758531534.686886,84,1758531535.747,1.06,17.24,9.43,19.7,13.3,4.6,R 2.1,1.5,859,64,R 0.7
7,22,1758531683.047,1758531686.780333,61,1758531685.05819,92,1758531686.113667,1.06,44.53,48.32,29.4,24.4,12.1,R 20.4,19.5,3620,521,R 26.5
